season	baker	index	episode	mean_star	star	mean_good	good	mean_bad	bad	place
13	Abdul	0	1	0	0	0	0	0	0	0
13	Abdul	0	2	0	0	0	0	0	0	0
13	Abdul	0	3	0	0	0	0	0	0	0
13	Abdul	0	4	0	0	0	0	0	0	0
13	Abdul	0	5	0	0	0	0	0	0	0
13	Abdul	0	6	0	0	0	0	0	0	0
13	Abdul	0	7	0	0	0	0	0	0	0
13	Abdul	0	8	0	0	0.13	1	0	0	0
13	Carole	0	1	0	0	0	0	0	0	0
13	Carole	0	2	0	0	0	0	0.5	1	0
13	Carole	0	3	0	0	0	0	0.67	1	0
13	Carole	0	4	0	0	0	0	0.75	1	0
13	Carole	0	5	0	0	0	0	0.6	0	0
13	Carole	0	6	0	0	0	0	0.5	0	0
13	Carole	0	7	0	0	0	0	0.43	0	0
13	Carole	0	8	0	0	0	0	0.38	0	0
13	Dawn	0	1	0	0	0	0	0	0	0
13	Dawn	0	2	0	0	0	0	0	0	0
13	Dawn	0	3	0	0	0	0	0.33	1	0
13	Dawn	0	4	0	0	0.25	1	0.25	0	0
13	Dawn	0	5	0	0	0.2	0	0.4	1	0
13	Dawn	0	6	0	0	0.17	0	0.5	1	0
13	Dawn	0	7	0	0	0.14	0	0.43	0	0
13	Dawn	0	8	0	0	0.13	0	0.38	0	0
13	James	0	1	0	0	0	0	0	0	0
13	James	0	2	0	0	0.5	1	0	0	0
13	James	0	3	0	0	0.33	0	0	0	0
13	James	0	4	0	0	0.25	0	0.25	1	0
13	James	0	5	0	0	0.2	0	0.2	0	0
13	James	0	6	0	0	0.17	0	0.17	0	0
13	James	0	7	0	0	0.14	0	0.14	0	0
13	James	0	8	0	0	0.13	0	0.13	0	0
13	Janusz	0	1	1	1	1	1	0	0	0
13	Janusz	0	2	0.5	0	0.5	0	0	0	0
13	Janusz	0	3	0.67	1	0.67	1	0	0	0
13	Janusz	0	4	0.5	0	0.75	1	0	0	0
13	Janusz	0	5	0.4	0	0.8	1	0	0	0
13	Janusz	0	6	0.33	0	0.67	0	0	0	0
13	Janusz	0	7	0.29	0	0.57	0	0.14	1	0
13	Janusz	0	8	0.25	0	0.5	0	0.13	0	0
13	Kevin	0	1	0	0	0	0	0	0	0
13	Kevin	0	2	0	0	0	0	0	0	0
13	Kevin	0	3	0	0	0	0	0.33	1	0
13	Kevin	0	4	0	0	0	0	0.25	0	0
13	Kevin	0	5	0	0	0	0	0.2	0	0
13	Kevin	0	6	0	0	0	0	0.33	1	0
13	Kevin	0	7	0	0	0	0	0.43	1	0
13	Kevin	0	8	0	0	0	0	0.38	0	0
13	Maisam	0	1	0	0	0	0	1	1	0
13	Maisam	0	2	0	0	0	0	1	1	0
13	Maisam	0	3	0	0	0	0	0.67	0	0
13	Maisam	0	4	0	0	0	0	0.5	0	0
13	Maisam	0	5	0	0	0	0	0.4	0	0
13	Maisam	0	6	0	0	0	0	0.33	0	0
13	Maisam	0	7	0	0	0	0	0.29	0	0
13	Maisam	0	8	0	0	0	0	0.25	0	0
13	Maxy	0	1	0	0	0	0	0	0	0
13	Maxy	0	2	0.5	1	0.5	1	0	0	0
13	Maxy	0	3	0.33	0	0.33	0	0	0	0
13	Maxy	0	4	0.5	1	0.5	1	0	0	0
13	Maxy	0	5	0.4	0	0.4	0	0	0	0
13	Maxy	0	6	0.33	0	0.33	0	0	0	0
13	Maxy	0	7	0.29	0	0.29	0	0	0	0
13	Maxy	0	8	0.25	0	0.25	0	0.13	1	0
13	Rebs	0	1	0	0	0	0	1	1	0
13	Rebs	0	2	0	0	0	0	1	1	0
13	Rebs	0	3	0	0	0	0	0.67	0	0
13	Rebs	0	4	0	0	0	0	0.75	1	0
13	Rebs	0	5	0	0	0	0	0.6	0	0
13	Rebs	0	6	0	0	0	0	0.5	0	0
13	Rebs	0	7	0	0	0	0	0.43	0	0
13	Rebs	0	8	0	0	0	0	0.38	0	0
13	Sandro	0	1	0	0	1	1	0	0	0
13	Sandro	0	2	0	0	0.5	0	0	0	0
13	Sandro	0	3	0	0	0.67	1	0	0	0
13	Sandro	0	4	0	0	0.75	1	0	0	0
13	Sandro	0	5	0.2	1	0.8	1	0	0	0
13	Sandro	0	6	0.17	0	0.67	0	0	0	0
13	Sandro	0	7	0.14	0	0.71	1	0	0	0
13	Sandro	0	8	0.13	0	0.63	0	0.13	1	0
13	Syabira	0	1	0	0	1	1	0	0	0
13	Syabira	0	2	0	0	1	1	0	0	0
13	Syabira	0	3	0	0	1	1	0	0	0
13	Syabira	0	4	0	0	0.75	0	0	0	0
13	Syabira	0	5	0	0	0.6	0	0.2	1	0
13	Syabira	0	6	0.17	1	0.67	1	0.17	0	0
13	Syabira	0	7	0.29	1	0.71	1	0.14	0	0
13	Syabira	0	8	0.38	1	0.75	1	0.13	0	0
13	Will	0	1	0	0	0	0	1	1	0
13	Will	0	2	0	0	0	0	0.5	0	0
13	Will	0	3	0	0	0	0	0.33	0	0
13	Will	0	4	0	0	0	0	0.25	0	0
13	Will	0	5	0	0	0	0	0.2	0	0
13	Will	0	6	0	0	0	0	0.17	0	0
13	Will	0	7	0	0	0	0	0.14	0	0
13	Will	0	8	0	0	0	0	0.13	0	0
