season	baker	episode	place	tech_mean	tech	mean_star	star	mean_good	good	mean_bad	bad	preds	bottom	finalist	top3	fifthseventh	thirdforth
11	Dave	8	0	0.15477996965098634	1.0	0.7222222222222222	0.0	0.8202614379084968	0.0	0.0	0.0	1	5.46	26.64	77.34	4.49	12.71
11	Hermine	8	0	0.7208672086720868	0.8181818181818182	1.0	1.0	1.0	1.0	0.0	0.0	1	2.0	24.12	89.5	2.93	5.57
11	Laura	8	0	0.8955582232893158	0.6363636363636365	0.7222222222222222	0.0	0.6111111111111112	1.0	0.6666666666666666	0.0	1	7.56	14.7	61.65	11.3	19.5
11	Linda	8	0	0.5449533502968616	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4	61.19	0.06	0.17	38.2	0.44
11	Loriea	8	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	46.8	6.84	14.66	28.63	9.92
11	Lottie	8	0	0.8433515482695813	0.0	0.7222222222222222	0.0	0.36543209876543215	0.0	0.0	0.0	3	18.44	8.67	25.99	44.83	10.74
11	Mak	8	2	0.06806282722513088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	46.57	6.28	13.58	30.47	9.38
11	Marc	8	0	1.0	0.7272727272727273	0.7222222222222222	0.0	1.0	0.0	1.0	1.0	2	6.98	6.58	14.77	13.87	64.38
11	Mark	8	0	0.3654320987654322	0.0	0.7222222222222222	0.0	0.6111111111111112	0.0	0.6666666666666666	0.0	3	31.58	2.0	4.5	59.2	4.73
11	Peter	8	0	0.6190476190476191	0.9090909090909092	0.7222222222222222	0.0	0.6111111111111112	0.0	0.6666666666666666	1.0	2	3.9	14.4	27.02	3.77	65.3
11	Rowan	8	3	0.44953350296861755	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	4	58.06	0.28	0.71	40.0	1.23
11	Sura	8	4	0.31833910034602075	0.0	0.0	0.0	0.6111111111111112	0.0	0.0	0.0	3	35.37	6.97	16.02	39.31	9.3
