season	baker	episode	place	tech_mean	tech	mean_star	star	mean_good	good	mean_bad	bad	preds	bottom	finalist	top3	fifthseventh	thirdforth
10	Alice	4	0	0.38888888888888895	0.8333333333333334	0.9999999000000003	9.999999977795539e-08	0.7222222222222221	9.999999977795539e-08	0.6666666666666666	9.999999977795539e-08	3	3.13	17.38	41.18	31.49	24.21
10	Amelia	4	10	0.6111111111111112	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	0.6666666666666666	9.999999977795539e-08	4	87.73	1.47	2.39	3.89	5.99
10	Dan	4	12	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	0.6666666666666666	9.999999977795539e-08	4	74.48	4.11	6.37	10.11	9.05
10	David	4	0	0.20370370370370378	0.33333333333333337	9.999999977795539e-08	9.999999977795539e-08	0.9166666666666666	0.9999999000000003	9.999999977795539e-08	9.999999977795539e-08	1	2.32	11.98	63.45	15.98	18.25
10	Helena	4	8	0.9999999000000003	0.9166666666666666	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	3	3.25	4.87	15.06	59.17	22.52
10	Henry	4	0	0.06060606060606061	0.4166666666666667	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	0.6666666666666666	9.999999977795539e-08	3	26.58	6.43	11.84	41.35	20.23
10	Jamie	4	11	0.6111111111111112	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	0.9999999000000003	9.999999977795539e-08	4	94.07	0.56	0.86	2.07	3.0
10	Michael	4	0	0.8888888888888888	0.75	0.9999999000000003	9.999999977795539e-08	0.7222222222222221	9.999999977795539e-08	0.6666666666666666	0.9999999000000003	3	10.15	9.18	15.27	44.09	30.48
10	Michelle	4	8	0.6111111111111112	0.5833333333333334	0.9999999000000003	9.999999977795539e-08	0.7222222222222221	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	1	2.73	20.39	61.68	15.59	20.0
10	Phil	4	9	0.7666666666666666	0.6666666666666667	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	0.6666666666666666	0.9999999000000003	3	26.33	2.07	3.23	52.78	17.66
10	Priya	4	7	0.8888888888888888	0.9999999000000003	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	0.6666666666666666	0.9999999000000003	3	8.19	1.3	2.29	75.75	13.77
10	Rosie	4	0	0.3333333333333335	0.5	9.999999977795539e-08	9.999999977795539e-08	0.7222222222222221	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	2	7.54	22.83	43.76	20.83	27.87
10	Steph	4	0	0.2333333333333334	0.25	0.9999999000000003	0.9999999000000003	0.9999999000000003	0.9999999000000003	9.999999977795539e-08	9.999999977795539e-08	1	0.66	6.31	73.16	14.94	11.24
