season	baker	episode	place	tech_mean	tech	mean_star	star	mean_good	good	mean_bad	bad	preds	bottom	finalist	top3	fifthseventh	thirdforth
10	Alice	7	0	0.75	1.0	0.8333333333333333	0.0	0.7777777777777777	0.0	0.3333333333333333	0.0	1	0.4	12.08	54.01	6.85	38.74
10	Amelia	7	10	0.2222222222222222	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	4	79.73	0.57	1.14	17.97	1.15
10	Dan	7	12	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	4	72.1	2.59	5.04	19.16	3.7
10	David	7	0	0.48062015503875954	0.6666666666666667	0.0	0.0	0.9159420289855073	1.0	0.0	0.0	2	1.07	32.9	61.57	3.16	34.19
10	Helena	7	8	0.9166666666666667	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	3	30.55	1.34	3.63	61.47	4.36
10	Henry	7	0	0.10251798561151079	0.75	0.8333333333333333	1.0	0.7777777777777777	1.0	0.6666666666666666	0.0	1	0.37	24.02	78.12	2.04	19.47
10	Jamie	7	11	0.2222222222222222	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	4	79.73	0.57	1.14	17.97	1.15
10	Michael	7	0	1.0	0.9166666666666666	0.8333333333333333	0.0	0.6111111111111112	0.0	1.0	1.0	3	0.41	2.86	20.17	53.96	25.46
10	Michelle	7	8	0.6666666666666666	0.0	0.8333333333333333	0.0	0.6111111111111112	0.0	0.3333333333333333	0.0	3	12.65	8.75	27.24	48.28	11.84
10	Phil	7	9	0.3333333333333336	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	4	62.15	2.02	4.23	29.98	3.64
10	Priya	7	7	0.8196881091617934	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4	62.37	0.13	0.31	36.79	0.53
10	Rosie	7	0	0.6666666666666666	0.5833333333333334	0.0	0.0	0.6111111111111112	0.0	1.0	1.0	3	4.03	1.76	7.67	69.12	19.18
10	Steph	7	0	0.41666666666666663	0.8333333333333334	1.0	0.0	1.0	1.0	0.0	0.0	1	0.24	37.29	80.38	1.58	17.79
