season	baker	episode	place	tech_mean	tech	mean_star	star	mean_good	good	mean_bad	bad	preds	bottom	finalist	top3	fifthseventh	thirdforth
10	Alice	9	0	0.867063492063492	1.0	0.9047619047619048	1.0	0.8137254901960784	1.0	0.11111111111111109	0.0	1	0.06	24.36	98.82	0.25	0.87
10	Amelia	9	10	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	4	59.73	1.52	3.0	28.36	8.91
10	Dan	9	12	0.0	0.0	0.0	0.0	0.0	0.0	0.11111111111111109	0.0	4	47.59	6.57	13.38	25.58	13.45
10	David	9	0	0.4836601307189543	0.8333333333333334	0.0	0.0	0.9098360655737705	0.0	0.11111111111111109	1.0	2	1.23	27.03	55.32	2.06	41.39
10	Helena	9	8	0.8958333333333334	0.0	0.0	0.0	0.0	0.0	0.11111111111111109	0.0	3	31.0	1.79	4.05	52.28	12.67
10	Henry	9	0	0.26666666666666683	0.0	0.7777777777777777	0.0	0.75	0.0	0.8333333333333333	0.0	3	18.66	2.27	4.5	50.04	26.79
10	Jamie	9	11	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	4	59.73	1.52	3.0	28.36	8.91
10	Michael	9	0	1.0	0.0	0.7777777777777777	0.0	0.6666666666666666	0.0	0.8333333333333333	0.0	3	7.65	0.88	1.95	63.82	26.59
10	Michelle	9	8	0.4351851851851852	0.0	0.7777777777777777	0.0	0.6666666666666666	0.0	0.11111111111111109	0.0	3	13.08	8.74	19.88	39.53	27.5
10	Phil	9	9	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.11111111111111109	0.0	4	43.23	4.16	8.72	35.0	13.05
10	Priya	9	7	0.7327327327327329	0.0	0.0	0.0	0.0	0.0	0.8333333333333333	0.0	3	42.2	0.44	0.93	49.09	7.79
10	Rosie	9	0	0.6	0.75	0.0	0.0	0.6666666666666666	0.0	1.0	1.0	2	1.57	5.27	8.86	3.36	86.2
10	Steph	9	0	0.6666666666666667	0.9166666666666666	1.0	0.0	1.0	1.0	0.0	0.0	1	0.11	25.1	97.95	0.44	1.5
