season	baker	episode	place	tech_mean	tech	mean_star	star	mean_good	good	mean_bad	bad	preds	bottom	finalist	top3	fifthseventh	thirdforth
10	Alice	8	0	0.7777777777777777	0.8333333333333334	0.8333333333333333	9.999999977795539e-08	0.7777777777777777	9.999999977795539e-08	0.3888888888888889	9.999999977795539e-08	1	0.45	19.61	73.8	2.63	23.12
10	Amelia	8	10	0.1111111111111111	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	0.3888888888888889	9.999999977795539e-08	4	68.96	1.34	2.34	25.96	2.73
10	Dan	8	12	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	0.3888888888888889	9.999999977795539e-08	4	70.68	1.57	2.74	23.61	2.97
10	David	8	0	0.43279569892473124	0.6666666666666667	9.999999977795539e-08	9.999999977795539e-08	0.9262536873156342	0.9999999000000003	9.999999977795539e-08	9.999999977795539e-08	1	0.68	24.04	87.06	1.46	10.81
10	Helena	8	8	0.9163346613545816	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	0.3888888888888889	9.999999977795539e-08	3	31.45	0.5	1.02	65.01	2.52
10	Henry	8	0	0.26562500000000006	0.9999999000000003	0.8333333333333333	9.999999977795539e-08	0.7777777777777777	9.999999977795539e-08	0.8333333333333333	0.9999999000000003	2	0.18	16.4	27.59	0.68	71.55
10	Jamie	8	11	0.1111111111111111	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	0.6666666666666669	9.999999977795539e-08	4	76.4	0.39	0.65	21.85	1.1
10	Michael	8	0	0.9999999000000003	9.999999977795539e-08	0.8333333333333333	9.999999977795539e-08	0.6111111111111112	9.999999977795539e-08	0.8333333333333333	9.999999977795539e-08	3	9.25	0.59	1.29	84.96	4.5
10	Michelle	8	8	0.5022222222222222	9.999999977795539e-08	0.8333333333333333	9.999999977795539e-08	0.6111111111111112	9.999999977795539e-08	0.3888888888888889	9.999999977795539e-08	3	13.13	7.46	15.63	57.1	14.13
10	Phil	8	9	0.3333333333333333	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	0.3888888888888889	9.999999977795539e-08	4	60.37	1.02	1.84	35.19	2.59
10	Priya	8	7	0.7777777777777777	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	9.999999977795539e-08	0.8333333333333333	9.999999977795539e-08	4	51.47	0.09	0.17	47.74	0.63
10	Rosie	8	0	0.6666666666666666	0.75	9.999999977795539e-08	9.999999977795539e-08	0.6111111111111112	9.999999977795539e-08	0.9999999000000003	0.9999999000000003	2	1.12	2.54	4.99	3.56	90.34
10	Steph	8	0	0.5816993464052288	0.9166666666666666	0.9999999000000003	0.9999999000000003	0.9999999000000003	0.9999999000000003	9.999999977795539e-08	9.999999977795539e-08	1	0.05	21.91	95.67	0.21	4.06
